location,content,rating,date,rating_num,dates
Benoa_Harbour,"This Harbor is busy for water sports include The Iron Man attraction. So fun! Clean beach, many operators here but be careful with personal operator. Good also for photography. I come here just for photography and interaction with the locals.",5.0 of 5 bubbles,"January 31, 2020",5,2020-01-31
Turtle_Island,"There were many turtles in the collection, some of which were very large. There was a guide there that explained all the animals.In addition to the turtle, there were several species of birds and other animals, such as the luwak in the cage . I did not like this place 😕😕",2.0 of 5 bubbles,"September 18, 2021",2,2021-09-18
Turtle_Island,"Awful. Shockingly bad environment for a range of poor animals.Turtles are kept in shallow concrete pools with literally nothing but a tiny bit of sand in the bottom. Not a stone or piece of seaweed. Water looked quite deoxygenated. These are marine animals that dive deep, they are not meant to be kept in 30cm of warm water with no stimulation at all. A range of birds in empty wire mesh cages. An eagle with nothing in cage except a tree branch, that’s it, nothing else. Bats didn’t even have the luxury of a branch. Fruit bats hanging from the mesh at top of their cage. Apart from one that was jammed into a rabbit hutch.Who locks a peacock in a cage? They hang around if fed and treated well. A row of sad birds in small cages with nothing else in them.I was disgusted and fuming!Bali zoo, bird park and safari are great - great examples of how to house animals in appropriate and stimulating environments. This place should be shut down and the owners locked in small empty cages - see how they like it.Please, please, please for the sake of these and future animals do not go. Do not give them any profit from treating animals this way.Absolutely disgusting.",1.0 of 5 bubbles,"June 27, 2021",1,2021-06-27
Turtle_Island,"A visit to Turtle Island was included in a tour we booked. We were told it was a conservation site for turtles however we would disagree. The turtles are kept in exceptionally small 'pools' about the size of a square bath. They then show you the other animals they have caged or chained which include; bats, and owl, an iguana, toucans, and others I cannot recall. No information on HOW they rehabilitate them to be released, and all are available to take photos with which would imply they are being abused for profit. Very disappointed to have supported this place.",1.0 of 5 bubbles,"April 1, 2020",1,2020-04-01
Turtle_Island,"DO NOT SUPPORT THIS!! Glass bottom boat n snorkel were fabbo but this place!!!!! I’m sorry I supported this horrendous place. 30 turtles crammed into a tiny space.. birds, bats, n snakes in terrible conditions..... I’m sorry turtles I really am 😔",1.0 of 5 bubbles,"March 6, 2020",1,2020-03-06
Turtle_Island,"Good place, if what we were informed, regards looking after and healing damaged turtles, for release to the wild again, when ready. Several other animals kept in cages also, they could be doing with some extra funds to improve the area.",4.0 of 5 bubbles,"March 6, 2020",4,2020-03-06
Turtle_Island,"This is not worth visiting and is expensive. The tour guides are on commission and encourage you to visit. Not a pleasant experience despite the boat price reduced by 50% post negotiations. They mention glass  bottom boat, marine life view,  coral , but this is non existence apart from a few fish. Not really an Island and the turtles are caged. Very misleading",1.0 of 5 bubbles,"February 28, 2020",1,2020-02-28
Turtle_Island,My husband and I visited Turtle Island yesterday and were pleasantly surprised.  We got there by glass bottomed boat through which we saw lots of beautiful fish.  The turtles that had been rescued were in clean water although could have done with being in bigger pools.  We got the impression they were cared for unlike some people who have done reviews.  One person said the python had its mouth taped.  This was not the case yesterday and I cannot think why it would have been as pythons do not bite.,3.0 of 5 bubbles,"February 26, 2020",3,2020-02-26
Turtle_Island,People please don’t visit this place. These poor animals are not looked after. The python snakes has the head taped up . It’s filthy and it’s expensive for what u get.$57Aud pp. you get a bottomless boat ride but on a cloudy day you can see very little. Those turtles look filthy Don’t recommend you go,1.0 of 5 bubbles,"February 26, 2020",1,2020-02-26
Turtle_Island,"This place is not doing any animal  conservation.  The poor turtles are in ankle deep filthy water, not enough room for them to swim. They encourage you to touch them for photos. They look so sad and desperate to be free. Then there are the tiny cages for the other animals - monkeys, birds, lizards and a snake with it's mouth taped shut. I actually walked out before we got to that section in tears after seeing the poor beautiful turtles in their hellish enclosures. This place needs to be shut down. The price is a con too, $100aud for snorkelling in filthy water that I refused to do, and a trip in the glass bottom boat to the island which is not an island at all. It's all a huge scam. I hope it gets closed down.",1.0 of 5 bubbles,"February 26, 2020",1,2020-02-26
