location,content,rating,date,rating_num,dates
Waterbom_Bali,"This was unexpectedly so much fun and a really great way to spend a day with the family. We were with a 3 year old toddler, and there were still many options to keep us buys through the day. Highly recommended as an alternative activity whilst in Bali, for Kids and the Adults.",5.0 of 5 bubbles,"December 30, 2021",5,2021-12-30
Waterbom_Bali,"An enjoyable day with my family. Booked the tickets online through waterbom website, quite easy. The staff was friendly and well trained. One of the best water parks. Please remember that it is only open from Friday till Sunday",5.0 of 5 bubbles,"December 30, 2021",5,2021-12-30
Waterbom_Bali,A place of fun and joy! We really high recommend to visit waterbom. The staffs there were gorgeous. Can’t wait to ho there again.,4.0 of 5 bubbles,"December 14, 2021",4,2021-12-14
Waterbom_Bali,This is the place to make memorable experience.There are exciting waterslides and water games for all ages.And the best thing is the changing room  is clean,5.0 of 5 bubbles,"December 14, 2021",5,2021-12-14
Waterbom_Bali,"We came here multiple times but only now have I had the chance to leave something nice. Waterbom Kuta Bali is definitely one of the best waterparks in Indonesia. Service is wonderful, food is surprisingly nice overall too. The entrance tickets may seem a bit pricey but I’d say it is worth a whole day at the pool, plus they have lots of promotions going on. Hopefully they can survive this pandemic. Will come back soon with my kids!",5.0 of 5 bubbles,"December 5, 2021",5,2021-12-05
Waterbom_Bali,"We had a awesome day in Waterbom park. First, they give you a wrist band that you can charge and buy food, drinks, etc. in the park. If your wrist band is still charged when you leave. The rest of the money will be returned to you. It is a large water park with high water slides. One of the best parts is the lazy river that sleeps on the tube and the flow of water moves you in a green direction. There are a number of cafes and fast foods there. We used massage there, they were not professional but it is good for the park. Spend a full day at Waterbom,  it 's a lot of fun.",5.0 of 5 bubbles,"September 18, 2021",5,2021-09-18
Waterbom_Bali,Awesome day out for kids and grown ups alike. Rides are world class with plenty of safety staff. Facilities well maintained and clean. Pricey food as expected in any theme park but excellent quality. Definitely worth a visit - we will be coming back to play many times in the future.,5.0 of 5 bubbles,"September 8, 2021",5,2021-09-08
Waterbom_Bali,"In 2015, my family and I planned to go on vacation and my family decided to go on vacation to Bali. In Bali, there are many tourist attractions that can be visited. On that day, the weather was very hot so instead of buying an ice cream, we decided to went to waterbom bali.Waterbom Bali is located at Jalan Kartika Plaza, Kuta, Bali 80361, Indonesia. This water tourism object is perfect for you to spend your vacation with your family and closest friends. Even though there are so many tourist attractions you can visited, Waterbom Bali is a place that you must visit if you go to Bali.There are lots of facilities that we can enjoy in waterbom bali. There are storage lockers, a gazebo, a place to rent a place and there are many restaurants inside. In addition to the many facilities that we can enjoy, there are also many rides that we can play. Climax is one of the rides that we can play, this ride invites you to play in a small hallway with a height of 16 meters above the ground and is able to push you quickly using the flow of water. And also in Waterbom Bali, There are people who is a guards that will watch over us and reprimand us if we commit violations such as eating food while swimming or drinking while swimming.Also if you went to Waterbom Bali, I suggest you to look at the map and remember the rute because I once had lost and get separeted with my cousins inside of Waterbom Bali. That’s all for my review for Waterbom Bali, I really hope you guys can atleast once go to waterbom bali because it is really fun.",5.0 of 5 bubbles,"September 2, 2021",5,2021-09-02
Waterbom_Bali,"Waterbom Bali is a place to have fun with water. Located in kuta area, waterbom will give so much pleasure all day fun with family and friends. It was built in 3.8 hectar and it has more than 20 waterslides, makes waterbom bali is one of the biggest waterpark in south east asia.The staffs are friendly and helpful. The place is well maintained, clean and safety conscious. some of the good water ride that you should try such as funtastic, smash down, phyton, pipeline, and for sure lazy river. The price is reasonable since you can be in the waterbom bali for whole day. The food is also good and there is an icecream. Over all, waterbom bali is a good place to play with water with family and friends. Enjoy!",5.0 of 5 bubbles,"August 12, 2021",5,2021-08-12
Waterbom_Bali,THIS WAS AWESOME FUN!We had the best time at Waterbom it was very quiet so we didn't have to wait for any queues we pretty had the whole place to ourselves. The facilities are good and the staff really went out of their way to help us have a fantastic time but take lots of sun screen because you are having so much fun it washes off quick and you do forget to apply more on.Other tan that is was SUPER FUN.Really highly recommended a must do in Bali,5.0 of 5 bubbles,"August 5, 2021",5,2021-08-05
Waterbom_Bali,"Cleanliness been amazing, well organized. The surfing course is way too expensive need adjustment in some way to lower the price, variety of attraction Is all fun, pool guard been very helpful finding us an empty pool chair. Changing room locker room shower room are well cleaned",5.0 of 5 bubbles,"July 19, 2021",5,2021-07-19
Waterbom_Bali,"I came with my husband and my 4yo son. We enjoy our time here. My husband said our visit to Waterbom Bali was the highlight of our 3weeks stay in Bali! So many slides, great food n bevs, my son was having so much fun too! Definitely would recommend everyone to spend 1 day of your holiday in Bali to visit Waterbom",5.0 of 5 bubbles,"July 1, 2021",5,2021-07-01
Waterbom_Bali,"one of the best waterparks I've been to in Indonesia and will always be my favorite waterpark.  Starting from the service to the facilities offered are very diverse.  Moreover, the slides they have are also very unique, different, and thrilling that you won't find in other waterparks",5.0 of 5 bubbles,"June 15, 2021",5,2021-06-15
Waterbom_Bali,"We went there with a group of friends of all ages (26-64) and enjoyed not only the fantastic slides and rides in and through the water but also the food, the swimmingpool bar and everything else. Great day! And with the special price it was twice as much fun.",5.0 of 5 bubbles,"June 9, 2021",5,2021-06-09
Waterbom_Bali,Good place to refreshing after tired off work. But i think the value off price for food little bit expensive :) that’s my opinion. Thankyou.,4.0 of 5 bubbles,"June 9, 2021",4,2021-06-09
Waterbom_Bali,"Food expensive and small portions. Need to have refills for water, less plastic in the world. I don’t think I’ll comeback.",5.0 of 5 bubbles,"May 27, 2021",5,2021-05-27
Waterbom_Bali,"This is such an amazing Waterpark. So well designed, so clean, incredible staff, very well priced. We will go back again and again.",5.0 of 5 bubbles,"May 25, 2021",5,2021-05-25
Waterbom_Bali,"staff and  service is good,  the place is nice and shade. Many game and amazing . This Waterboom is the best in Indonesia . but  fried rice is not pleasant on restourant. the other was all nice.if you come to Bali, you should be visit there.",4.0 of 5 bubbles,"May 22, 2021",4,2021-05-22
Waterbom_Bali,This place was awesome. Really more beautiful and fun than I expected. Plenty for all levels of adventure enthusiasts.,5.0 of 5 bubbles,"May 13, 2021",5,2021-05-13
Waterbom_Bali,"Waterbom Bali is a world-class water park with excellent rides, good food and bales with safes that make a convenient base when visiting with a group. Fun for kids and adults!!",5.0 of 5 bubbles,"May 10, 2021",5,2021-05-10
Waterbom_Bali,We had an amazing time with much fun on all the slides at waterbom. This is a must visit for all ages when visiting bali.,5.0 of 5 bubbles,"May 6, 2021",5,2021-05-06
Waterbom_Bali,The Easter package was really attractive and we didn’t have to wait much for attractions.We spend a really nice day and will be back for sure.Thanks a lot Waterboom Bali,5.0 of 5 bubbles,"May 3, 2021",5,2021-05-03
